Sentence,Label,Term
"""The findings suggest that spastic conditions require unique approaches in ergonomic design.""",0,spastic
"""Our research focuses on improving accessibility for hunchbacks in public spaces.""",1,hunchback
"""The training module is based on scenarios typical of a retail environment.""",0,typical
"""Autism Spectrum Disorder is characterized by a wide range of behaviors and communication challenges.""",0,disorder
"In addition, the state of art displaying positions on the navigational interfaces has not taken into consideration the needs of people with mental disabilities.",0,mental
"""The term 'able-bodied' is discussed in the context of its implications for inclusive design.""",0,able-bodied
"""Simple tasks were given to those who were unable to follow the more challenging ones.""",1,simple
"""The character of the hunchback in this play represents a broader critique of societal judgment based on appearances.""",0,hunchback
"""This feature supports the user in visualizing whole objects in a simplified format.""",0,whole
"However, in Hong Kong, it takes years for special education needs coordinators (SENCOs) and special-ed teachers to pre-screen and diagnose students with SLDs.",1,special
"""Our program addresses the unique learning needs of children with autism in classroom settings.""",1,children with autism
"""Our results challenged traditional views on the capabilities of assistive technology users.""",0,challenged
"""The program challenged conventional approaches to assistive technology design.""",0,challenged
We conducted participatory design with a deaf-blind person and describe the lessons learned about designing an interface for a deaf-blind person.,0,blind person
"""Our analysis critiques the negative framing often associated with the term 'illiterate.'""",0,illiterate
"""The report critiques how 'illiterate' is often used in ways that stigmatize individuals.""",0,illiterate
"""The program provides customized exercise routines tailored for paraplegic athletes.""",0,paraplegic
