Sentence,Label,Term
"""Normal users experienced fewer errors during the testing phase.""",1,normal
"""Our findings show that spastics require more time to complete basic tasks.""",1,spastic
"""The device ensures handicapped users can participate, though with limited functionality.""",1,handicapped
"""Our guide explains why 'visually impaired' is falling out of favor.""",0,visually impaired
"""Special sound profiles were added to the app to accommodate varied environments.""",0,special
"""Our findings highlight the need to involve wheelchair users in the design of accessible spaces.""",0,wheelchair user
"""This feature allows the program to fit seamlessly into collaborative projects.""",0,fit
"""Our accessibility features focus on empowering wheelchair users to live independently.""",0,wheelchair user
"""Assistive devices have been shown to improve the quality of life for dyslexics.""",1,dyslexic
"""Participants labeled as spastics were excluded from sections requiring high-speed interaction.""",1,spastic
"""Slow participants experienced difficulty keeping up with the tutorial’s pace.""",1,slow
"""A blind person is dependent on tactile and auditory aids for most of their activities.""",1,blind person
"""This research focuses on the impact of terms like 'sight-impaired' in accessibility advocacy.""",0,sight- impaired
"""Our findings revealed that the deaf struggle more with text-heavy interfaces.""",1,the deaf
"""The app provides simplified features for people of all abilities to engage with technology.""",1,people of all abilities
"""We aimed to address the specific challenges faced by the hard of hearing population in educational settings.""",0,hard of hearing
"""The app allows users to toggle between spoken and sign language modes for greater flexibility.""",0,sign language
"""Crips often face barriers in accessing technology designed for the general population.""",1,crip
"""The program incorporates feedback from users to address stigma associated with epileptic conditions.""",0,epileptic
"""The app uses AI to identify atypical patterns in user interactions for improved customization.""",0,atypical
"""Atypical participants often depend on external tools to complete standard workflows.""",1,atypical
"""The program assumes that individuals with attention-deficit disorders will need constant reminders.""",1,disorder
"""The avatar’s ability to render complex concepts in sign language received positive feedback.""",0,sign language
"""The app compensates for the cognitive difficulties of users with mental conditions.""",1,mental
"""The program ensures people of all abilities can participate in physical activities.""",1,people of all abilities
"""Our findings suggest that illiterate users benefit from audio-over-text solutions.""",1,illiterate
"""The app focuses on improving accessibility for users bound by time constraints.""",0,bound
"""We examined how dyslexics respond to various forms of visual stimuli.""",1,dyslexic
